TicketID;Price;SeatLocation
0020001C05;97.2;Rear Mezzanine
0020001C06;97.2;Rear Mezzanine
0020001C07;97.2;Rear Mezzanine
0020001C08;97.2;Rear Mezzanine
0020001C09;97.2;Rear Mezzanine
0020001C10;97.2;Rear Mezzanine
0020002A01;184.95;Orchestra
0020002A02;184.95;Orchestra
0020002A03;184.95;Orchestra
0020002A04;184.95;Orchestra
0020002A05;184.95;Orchestra
0020002A06;184.95;Orchestra
0020002A07;184.95;Orchestra
0020002A08;184.95;Orchestra
0020002A09;184.95;Orchestra
0020002A10;184.95;Orchestra
0020002B01;124.2;Front Mezzanine
0020002B02;124.2;Front Mezzanine
0020002B03;124.2;Front Mezzanine
0020002B04;124.2;Front Mezzanine
0020002B05;124.2;Front Mezzanine
0020002B06;124.2;Front Mezzanine
0020002B07;124.2;Front Mezzanine
0020002B08;124.2;Front Mezzanine
0020002B09;124.2;Front Mezzanine
0020002B10;124.2;Front Mezzanine
0020002C01;97.2;Rear Mezzanine
0020002C02;97.2;Rear Mezzanine
0020002C03;97.2;Rear Mezzanine
0020002C04;97.2;Rear Mezzanine
0020002C05;97.2;Rear Mezzanine
0020002C06;97.2;Rear Mezzanine
0020002C07;97.2;Rear Mezzanine
0020002C08;97.2;Rear Mezzanine
0020002C09;97.2;Rear Mezzanine
0020002C10;97.2;Rear Mezzanine
0030001A01;319.95;Orchestra
0030001A02;319.95;Orchestra
0030001A03;319.95;Orchestra
0030001A04;319.95;Orchestra
0030001A05;319.95;Orchestra
0030001A06;319.95;Orchestra
0030001A07;319.95;Orchestra
0030001A08;319.95;Orchestra
0030001A09;319.95;Orchestra
0030001A10;319.95;Orchestra
0030001B01;198.45;Front Mezzanine
0030001B02;198.45;Front Mezzanine
0030001B03;198.45;Front Mezzanine
0030001B04;198.45;Front Mezzanine
0030001B05;198.45;Front Mezzanine
0030001B06;198.45;Front Mezzanine
0030001B07;198.45;Front Mezzanine
0030001B08;198.45;Front Mezzanine
0030001B09;198.45;Front Mezzanine
0030001B10;198.45;Front Mezzanine
0030001C01;130.95;Rear Mezzanine
0030001C02;130.95;Rear Mezzanine
0030001C03;130.95;Rear Mezzanine
0030001C04;130.95;Rear Mezzanine
0030001C05;130.95;Rear Mezzanine
0030001C06;130.95;Rear Mezzanine
0030001C07;130.95;Rear Mezzanine
0030001C08;130.95;Rear Mezzanine
0030001C09;130.95;Rear Mezzanine
0030001C10;130.95;Rear Mezzanine
0030002A01;319.95;Orchestra
0030002A02;319.95;Orchestra
0030002A03;319.95;Orchestra
0030002A04;319.95;Orchestra
0030002A05;319.95;Orchestra
0030002A06;319.95;Orchestra
0030002A07;319.95;Orchestra
0030002A08;319.95;Orchestra
0030002A09;319.95;Orchestra
0030002A10;319.95;Orchestra
0030002B01;198.45;Front Mezzanine
0030002B02;198.45;Front Mezzanine
0030002B03;198.45;Front Mezzanine
0030002B04;198.45;Front Mezzanine
0030002B05;198.45;Front Mezzanine
0030002B06;198.45;Front Mezzanine
0030002B07;198.45;Front Mezzanine
0030002B08;198.45;Front Mezzanine
0030002B09;198.45;Front Mezzanine
0030002B10;198.45;Front Mezzanine
0030002C01;130.95;Rear Mezzanine
0030002C02;130.95;Rear Mezzanine
0030002C03;130.95;Rear Mezzanine
0030002C04;130.95;Rear Mezzanine
0030002C05;130.95;Rear Mezzanine
0030002C06;130.95;Rear Mezzanine
0030002C07;130.95;Rear Mezzanine
0030002C08;130.95;Rear Mezzanine
0030002C09;130.95;Rear Mezzanine
0030002C10;130.95;Rear Mezzanine
0040001A01;205.2;Orchestra
0040001A02;205.2;Orchestra
0040001A03;205.2;Orchestra
0040001A04;205.2;Orchestra
0040001A05;205.2;Orchestra
0040001A06;205.2;Orchestra
0040001A07;205.2;Orchestra
0040001A08;205.2;Orchestra
0040001A09;205.2;Orchestra
0040001A10;205.2;Orchestra
0040001B01;157.95;Front Mezzanine
0040001B02;157.95;Front Mezzanine
0040001B03;157.95;Front Mezzanine
0040001B04;157.95;Front Mezzanine
0040001B05;157.95;Front Mezzanine
0040001B06;157.95;Front Mezzanine
0040001B07;157.95;Front Mezzanine
0040001B08;157.95;Front Mezzanine
0040001B09;157.95;Front Mezzanine
0040001B10;157.95;Front Mezzanine
0040001C01;151.2;Rear Mezzanine
0040001C02;151.2;Rear Mezzanine
0040001C03;151.2;Rear Mezzanine
0040001C04;151.2;Rear Mezzanine
0040001C05;151.2;Rear Mezzanine
0040001C06;151.2;Rear Mezzanine
0040001C07;151.2;Rear Mezzanine
0040001C08;151.2;Rear Mezzanine
0040001C09;151.2;Rear Mezzanine
0040001C10;151.2;Rear Mezzanine
0040002A01;205.2;Orchestra
0040002A02;205.2;Orchestra
0040002A03;205.2;Orchestra
0040002A04;205.2;Orchestra
0040002A05;205.2;Orchestra
0040002A06;205.2;Orchestra
0040002A07;205.2;Orchestra
0040002A08;205.2;Orchestra
0040002A09;205.2;Orchestra
0040002A10;205.2;Orchestra
0040002B01;157.95;Front Mezzanine
0040002B02;157.95;Front Mezzanine
0040002B03;157.95;Front Mezzanine
0040002B04;157.95;Front Mezzanine
0040002B05;157.95;Front Mezzanine
0040002B06;157.95;Front Mezzanine
0040002B07;157.95;Front Mezzanine
0040002B08;157.95;Front Mezzanine
0040002B09;157.95;Front Mezzanine
0040002B10;157.95;Front Mezzanine
0040002C01;151.2;Rear Mezzanine
0040002C02;151.2;Rear Mezzanine
0040002C03;151.2;Rear Mezzanine
0040002C04;151.2;Rear Mezzanine
0040002C05;151.2;Rear Mezzanine
0040002C06;151.2;Rear Mezzanine
0040002C07;151.2;Rear Mezzanine
0040002C08;151.2;Rear Mezzanine
0040002C09;151.2;Rear Mezzanine
0040002C10;151.2;Rear Mezzanine
0050001A01;191.7;Orchestra
0050001A02;191.7;Orchestra
0050001A03;191.7;Orchestra
0050001A04;191.7;Orchestra
0050001A05;191.7;Orchestra
0050001A06;191.7;Orchestra
0050001A07;191.7;Orchestra
0050001A08;191.7;Orchestra
0050001A09;191.7;Orchestra
0050001A10;191.7;Orchestra
0050001B01;135;Front Mezzanine
0050001B02;135;Front Mezzanine
0050001B03;135;Front Mezzanine
0050001B04;135;Front Mezzanine
0050001B05;135;Front Mezzanine
0050001B06;135;Front Mezzanine
0050001B07;135;Front Mezzanine
0050001B08;135;Front Mezzanine
0050001B09;135;Front Mezzanine
0050001B10;135;Front Mezzanine
0050001C01;90.45;Rear Mezzanine
0050001C02;90.45;Rear Mezzanine
0050001C03;90.45;Rear Mezzanine
0050001C04;90.45;Rear Mezzanine
0050001C05;90.45;Rear Mezzanine
0050001C06;90.45;Rear Mezzanine
0050001C07;90.45;Rear Mezzanine
0050001C08;90.45;Rear Mezzanine
0050001C09;90.45;Rear Mezzanine
0050001C10;90.45;Rear Mezzanine
0050002A01;191.7;Orchestra
0050002A02;191.7;Orchestra
0050002A03;191.7;Orchestra
0050002A04;191.7;Orchestra
0050002A05;191.7;Orchestra
0050002A06;191.7;Orchestra
0050002A07;191.7;Orchestra
0050002A08;191.7;Orchestra
0050002A09;191.7;Orchestra
0050002A10;191.7;Orchestra
0050002B01;135;Front Mezzanine
0050002B02;135;Front Mezzanine
0050002B03;135;Front Mezzanine
0050002B04;135;Front Mezzanine
0050002B05;135;Front Mezzanine
0050002B06;135;Front Mezzanine
0050002B07;135;Front Mezzanine
0050002B08;135;Front Mezzanine
0050002B09;135;Front Mezzanine
0050002B10;135;Front Mezzanine
0050002C01;90.45;Rear Mezzanine
0050002C02;90.45;Rear Mezzanine
0050002C03;90.45;Rear Mezzanine
0050002C04;90.45;Rear Mezzanine
0050002C05;90.45;Rear Mezzanine
0050002C06;90.45;Rear Mezzanine
0050002C07;90.45;Rear Mezzanine
0050002C08;90.45;Rear Mezzanine
0050002C09;90.45;Rear Mezzanine
0050002C10;90.45;Rear Mezzanine
0060001A01;184.95;Orchestra
0060001A02;184.95;Orchestra
0060001A03;184.95;Orchestra
0060001A04;184.95;Orchestra
0060001A05;184.95;Orchestra
0060001A06;184.95;Orchestra
0060001A07;184.95;Orchestra
0060001A08;184.95;Orchestra
0060001A09;184.95;Orchestra
0060001A10;184.95;Orchestra
0060001B01;124.2;Front Mezzanine
0060001B02;124.2;Front Mezzanine
0060001B03;124.2;Front Mezzanine
0060001B04;124.2;Front Mezzanine
0060001B05;124.2;Front Mezzanine
0060001B06;124.2;Front Mezzanine
0060001B07;124.2;Front Mezzanine
0060001B08;124.2;Front Mezzanine
0060001B09;124.2;Front Mezzanine
0060001B10;124.2;Front Mezzanine
0060001C01;67.5;Rear Mezzanine
0060001C02;67.5;Rear Mezzanine
0060001C03;67.5;Rear Mezzanine
0060001C04;67.5;Rear Mezzanine
0060001C05;67.5;Rear Mezzanine
0060001C06;67.5;Rear Mezzanine
0060001C07;67.5;Rear Mezzanine
0060001C08;67.5;Rear Mezzanine
0060001C09;67.5;Rear Mezzanine
0060001C10;67.5;Rear Mezzanine
0060002A01;184.95;Orchestra
0060002A02;184.95;Orchestra
0060002A03;184.95;Orchestra
0060002A04;184.95;Orchestra
0060002A05;184.95;Orchestra
0060002A06;184.95;Orchestra
0060002A07;184.95;Orchestra
0060002A08;184.95;Orchestra
0060002A09;184.95;Orchestra
0060002A10;184.95;Orchestra
0060002B01;124.2;Front Mezzanine
0060002B02;124.2;Front Mezzanine
0060002B03;124.2;Front Mezzanine
0060002B04;124.2;Front Mezzanine
0060002B05;124.2;Front Mezzanine
0060002B06;124.2;Front Mezzanine
0060002B07;124.2;Front Mezzanine
0060002B08;124.2;Front Mezzanine
0060002B09;124.2;Front Mezzanine
0060002B10;124.2;Front Mezzanine
0060002C01;67.5;Rear Mezzanine
0060002C02;67.5;Rear Mezzanine
0060002C03;67.5;Rear Mezzanine
0060002C04;67.5;Rear Mezzanine
0060002C05;67.5;Rear Mezzanine
0060002C06;67.5;Rear Mezzanine
0060002C07;67.5;Rear Mezzanine
0060002C08;67.5;Rear Mezzanine
0060002C09;67.5;Rear Mezzanine
0060002C10;67.5;Rear Mezzanine
0070001A01;178.2;Orchestra
0070001A02;178.2;Orchestra
0070001A03;178.2;Orchestra
0070001A04;178.2;Orchestra
0070001A05;178.2;Orchestra
0070001A06;178.2;Orchestra
0070001A07;178.2;Orchestra
0070001A08;178.2;Orchestra
0070001A09;178.2;Orchestra
0070001A10;178.2;Orchestra
0070001B01;94.5;Front Mezzanine
0070001B02;94.5;Front Mezzanine
0070001B03;94.5;Front Mezzanine
0070001B04;94.5;Front Mezzanine
0070001B05;94.5;Front Mezzanine
0070001B06;94.5;Front Mezzanine
0070001B07;94.5;Front Mezzanine
0070001B08;94.5;Front Mezzanine
0070001B09;94.5;Front Mezzanine
0070001B10;94.5;Front Mezzanine
0070001C01;87.75;Rear Mezzanine
0070001C02;87.75;Rear Mezzanine
0070001C03;87.75;Rear Mezzanine
0070001C04;87.75;Rear Mezzanine
0070001C05;87.75;Rear Mezzanine
0070001C06;87.75;Rear Mezzanine
0070001C07;87.75;Rear Mezzanine
0070001C08;87.75;Rear Mezzanine
0070001C09;87.75;Rear Mezzanine
0070001C10;87.75;Rear Mezzanine
0070002A01;178.2;Orchestra
0070002A02;178.2;Orchestra
0070002A03;178.2;Orchestra
0070002A04;178.2;Orchestra
0070002A05;178.2;Orchestra
0070002A06;178.2;Orchestra
0070002A07;178.2;Orchestra
0070002A08;178.2;Orchestra
0070002A09;178.2;Orchestra
0070002A10;178.2;Orchestra
0070002B01;94.5;Front Mezzanine
0070002B02;94.5;Front Mezzanine
0070002B03;94.5;Front Mezzanine
0070002B04;94.5;Front Mezzanine
0070002B05;94.5;Front Mezzanine
0070002B06;94.5;Front Mezzanine
0070002B07;94.5;Front Mezzanine
0070002B08;94.5;Front Mezzanine
0070002B09;94.5;Front Mezzanine
0070002B10;94.5;Front Mezzanine
0070002C01;87.75;Rear Mezzanine
0070002C02;87.75;Rear Mezzanine
0070002C03;87.75;Rear Mezzanine
0070002C04;87.75;Rear Mezzanine
0070002C05;87.75;Rear Mezzanine
0070002C06;87.75;Rear Mezzanine
0070002C07;87.75;Rear Mezzanine
0070002C08;87.75;Rear Mezzanine
0070002C09;87.75;Rear Mezzanine
0070002C10;87.75;Rear Mezzanine
0080001A01;191.7;Orchestra
0080001A02;191.7;Orchestra
0080001A03;191.7;Orchestra
0080001A04;191.7;Orchestra
0080001A05;191.7;Orchestra
0080001A06;191.7;Orchestra
0080001A07;191.7;Orchestra
0080001A08;191.7;Orchestra
0080001A09;191.7;Orchestra
0080001A10;191.7;Orchestra
0080001B01;147.15;Front Mezzanine
0080001B02;147.15;Front Mezzanine
0080001B03;147.15;Front Mezzanine
0080001B04;147.15;Front Mezzanine
0080001B05;147.15;Front Mezzanine
0080001B06;147.15;Front Mezzanine
0080001B07;147.15;Front Mezzanine
0080001B08;147.15;Front Mezzanine
0080001B09;147.15;Front Mezzanine
0080001B10;147.15;Front Mezzanine
0080001C01;120.83;Rear Mezzanine
0080001C02;120.83;Rear Mezzanine
0080001C03;120.83;Rear Mezzanine
0080001C04;120.83;Rear Mezzanine
0080001C05;120.83;Rear Mezzanine
0080001C06;120.83;Rear Mezzanine
0080001C07;120.83;Rear Mezzanine
0080001C08;120.83;Rear Mezzanine
0080001C09;120.83;Rear Mezzanine
0080001C10;120.83;Rear Mezzanine
0080002A01;191.7;Orchestra
0080002A02;191.7;Orchestra
0080002A03;191.7;Orchestra
0080002A04;191.7;Orchestra
0080002A05;191.7;Orchestra
0080002A06;191.7;Orchestra
0080002A07;191.7;Orchestra
0080002A08;191.7;Orchestra
0080002A09;191.7;Orchestra
0080002A10;191.7;Orchestra
0080002B01;147.15;Front Mezzanine
0080002B02;147.15;Front Mezzanine
0080002B03;147.15;Front Mezzanine
0080002B04;147.15;Front Mezzanine
0080002B05;147.15;Front Mezzanine
0080002B06;147.15;Front Mezzanine
0080002B07;147.15;Front Mezzanine
0080002B08;147.15;Front Mezzanine
0080002B09;147.15;Front Mezzanine
0080002B10;147.15;Front Mezzanine
0080002C01;120.83;Rear Mezzanine
0080002C02;120.83;Rear Mezzanine
0080002C03;120.83;Rear Mezzanine
0080002C04;120.83;Rear Mezzanine
0080002C05;120.83;Rear Mezzanine
0080002C06;120.83;Rear Mezzanine
0080002C07;120.83;Rear Mezzanine
0080002C08;120.83;Rear Mezzanine
0080002C09;120.83;Rear Mezzanine
0080002C10;120.83;Rear Mezzanine
0090001A01;184.95;Orchestra
0090001A02;184.95;Orchestra
0090001A03;184.95;Orchestra
0090001A04;184.95;Orchestra
0090001A05;184.95;Orchestra
0090001A06;184.95;Orchestra
0090001A07;184.95;Orchestra
0090001A08;184.95;Orchestra
0090001A09;184.95;Orchestra
0090001A10;184.95;Orchestra
0090001B01;130.95;Front Mezzanine
0090001B02;130.95;Front Mezzanine
0090001B03;130.95;Front Mezzanine
0090001B04;130.95;Front Mezzanine
0090001B05;130.95;Front Mezzanine
0090001B06;130.95;Front Mezzanine
0090001B07;130.95;Front Mezzanine
0090001B08;130.95;Front Mezzanine
0090001B09;130.95;Front Mezzanine
0090001B10;130.95;Front Mezzanine
0090001C01;36.45;Rear Mezzanine
0090001C02;36.45;Rear Mezzanine
0090001C03;36.45;Rear Mezzanine
0090001C04;36.45;Rear Mezzanine
0090001C05;36.45;Rear Mezzanine
0090001C06;36.45;Rear Mezzanine
0090001C07;36.45;Rear Mezzanine
0090001C08;36.45;Rear Mezzanine
0090001C09;36.45;Rear Mezzanine
0090001C10;36.45;Rear Mezzanine
0090002A01;184.95;Orchestra
0090002A02;184.95;Orchestra
0090002A03;184.95;Orchestra
0090002A04;184.95;Orchestra
0090002A05;184.95;Orchestra
0090002A06;184.95;Orchestra
0090002A07;184.95;Orchestra
0090002A08;184.95;Orchestra
0090002A09;184.95;Orchestra
0090002A10;184.95;Orchestra
0090002B01;130.95;Front Mezzanine
0090002B02;130.95;Front Mezzanine
0090002B03;130.95;Front Mezzanine
0090002B04;130.95;Front Mezzanine
0090002B05;130.95;Front Mezzanine
0090002B06;130.95;Front Mezzanine
0090002B07;130.95;Front Mezzanine
0090002B08;130.95;Front Mezzanine
0090002B09;130.95;Front Mezzanine
0090002B10;130.95;Front Mezzanine
0090002C01;36.45;Rear Mezzanine
0090002C02;36.45;Rear Mezzanine
0090002C03;36.45;Rear Mezzanine
0090002C04;36.45;Rear Mezzanine
0090002C05;36.45;Rear Mezzanine
0090002C06;36.45;Rear Mezzanine
0090002C07;36.45;Rear Mezzanine
0090002C08;36.45;Rear Mezzanine
0090002C09;36.45;Rear Mezzanine
0090002C10;36.45;Rear Mezzanine
0100001A01;198.45;Orchestra
0100001A02;198.45;Orchestra
0100001A03;198.45;Orchestra
0100001A04;198.45;Orchestra
0100001A05;198.45;Orchestra
0100001A06;198.45;Orchestra
0100001A07;198.45;Orchestra
0100001A08;198.45;Orchestra
0100001A09;198.45;Orchestra
0100001A10;198.45;Orchestra
0100001B01;198.45;Front Mezzanine
0100001B02;198.45;Front Mezzanine
0100001B03;198.45;Front Mezzanine
0100001B04;198.45;Front Mezzanine
0100001B05;198.45;Front Mezzanine
0100001B06;198.45;Front Mezzanine
0100001B07;198.45;Front Mezzanine
0100001B08;198.45;Front Mezzanine
0100001B09;198.45;Front Mezzanine
0100001B10;198.45;Front Mezzanine
0100001C01;147.15;Rear Mezzanine
0100001C02;147.15;Rear Mezzanine
0100001C03;147.15;Rear Mezzanine
0100001C04;147.15;Rear Mezzanine
0100001C05;147.15;Rear Mezzanine
0100001C06;147.15;Rear Mezzanine
0100001C07;147.15;Rear Mezzanine
0100001C08;147.15;Rear Mezzanine
0100001C09;147.15;Rear Mezzanine
0100001C10;147.15;Rear Mezzanine
0100002A01;198.45;Orchestra
0100002A02;198.45;Orchestra
0100002A03;198.45;Orchestra
0100002A04;198.45;Orchestra
0100002A05;198.45;Orchestra
0100002A06;198.45;Orchestra
0100002A07;198.45;Orchestra
0100002A08;198.45;Orchestra
0100002A09;198.45;Orchestra
0100002A10;198.45;Orchestra
0100002B01;198.45;Front Mezzanine
0100002B02;198.45;Front Mezzanine
0100002B03;198.45;Front Mezzanine
0100002B04;198.45;Front Mezzanine
0100002B05;198.45;Front Mezzanine
0100002B06;198.45;Front Mezzanine
0100002B07;198.45;Front Mezzanine
0100002B08;198.45;Front Mezzanine
0100002B09;198.45;Front Mezzanine
0100002B10;198.45;Front Mezzanine
0100002C01;147.15;Rear Mezzanine
0100002C02;147.15;Rear Mezzanine
0100002C03;147.15;Rear Mezzanine
0100002C04;147.15;Rear Mezzanine
0100002C05;147.15;Rear Mezzanine
0100002C06;147.15;Rear Mezzanine
0100002C07;147.15;Rear Mezzanine
0100002C08;147.15;Rear Mezzanine
0100002C09;147.15;Rear Mezzanine
0100002C10;147.15;Rear Mezzanine
0110001A01;189;Orchestra
0110001A02;189;Orchestra
0110001A03;189;Orchestra
0110001A04;189;Orchestra
0110001A05;189;Orchestra
0110001A06;189;Orchestra
0110001A07;189;Orchestra
0110001A08;189;Orchestra
0110001A09;189;Orchestra
0110001A10;189;Orchestra
0110001B01;133.65;Front Mezzanine
0110001B02;133.65;Front Mezzanine
0110001B03;133.65;Front Mezzanine
0110001B04;133.65;Front Mezzanine
0110001B05;133.65;Front Mezzanine
0110001B06;133.65;Front Mezzanine
0110001B07;133.65;Front Mezzanine
0110001B08;133.65;Front Mezzanine
0110001B09;133.65;Front Mezzanine
0110001B10;133.65;Front Mezzanine
0110001C01;63.5;Rear Mezzanine
0110001C02;63.5;Rear Mezzanine
0110001C03;63.5;Rear Mezzanine
0110001C04;63.5;Rear Mezzanine
0110001C05;63.5;Rear Mezzanine
0110001C06;63.5;Rear Mezzanine
0110001C07;63.5;Rear Mezzanine
0110001C08;63.5;Rear Mezzanine
0110001C09;63.5;Rear Mezzanine
0110001C10;63.5;Rear Mezzanine
0110002A01;189;Orchestra
0110002A02;189;Orchestra
0110002A03;189;Orchestra
0110002A04;189;Orchestra
0110002A05;189;Orchestra
0110002A06;189;Orchestra
0110002A07;189;Orchestra
0110002A08;189;Orchestra
0110002A09;189;Orchestra
0110002A10;189;Orchestra
0110002B01;133.65;Front Mezzanine
0110002B02;133.65;Front Mezzanine
0110002B03;133.65;Front Mezzanine
0110002B04;133.65;Front Mezzanine
0110002B05;133.65;Front Mezzanine
0110002B06;133.65;Front Mezzanine
0110002B07;133.65;Front Mezzanine
0110002B08;133.65;Front Mezzanine
0110002B09;133.65;Front Mezzanine
0110002B10;133.65;Front Mezzanine
0110002C01;63.5;Rear Mezzanine
0110002C02;63.5;Rear Mezzanine
0110002C03;63.5;Rear Mezzanine
0110002C04;63.5;Rear Mezzanine
0110002C05;63.5;Rear Mezzanine
0110002C06;63.5;Rear Mezzanine
0110002C07;63.5;Rear Mezzanine
0110002C08;63.5;Rear Mezzanine
0110002C09;63.5;Rear Mezzanine
0110002C10;63.5;Rear Mezzanine
0120001A01;198.45;Orchestra
0120001A02;198.45;Orchestra
0120001A03;198.45;Orchestra
0120001A04;198.45;Orchestra
0120001A05;198.45;Orchestra
0120001A06;198.45;Orchestra
0120001A07;198.45;Orchestra
0120001A08;198.45;Orchestra
0120001A09;198.45;Orchestra
0120001A10;198.45;Orchestra
0120001B01;117.45;Front Mezzanine
0120001B02;117.45;Front Mezzanine
0120001B03;117.45;Front Mezzanine
0120001B04;117.45;Front Mezzanine
0120001B05;117.45;Front Mezzanine
0120001B06;117.45;Front Mezzanine
0120001B07;117.45;Front Mezzanine
0120001B08;117.45;Front Mezzanine
0120001B09;117.45;Front Mezzanine
0120001B10;117.45;Front Mezzanine
0120001C01;90.45;Rear Mezzanine
0120001C02;90.45;Rear Mezzanine
0120001C03;90.45;Rear Mezzanine
0120001C04;90.45;Rear Mezzanine
0120001C05;90.45;Rear Mezzanine
0120001C06;90.45;Rear Mezzanine
0120001C07;90.45;Rear Mezzanine
0120001C08;90.45;Rear Mezzanine
0120001C09;90.45;Rear Mezzanine
0120001C10;90.45;Rear Mezzanine
0120002A01;198.45;Orchestra
0120002A02;198.45;Orchestra
0120002A03;198.45;Orchestra
0120002A04;198.45;Orchestra
0120002A05;198.45;Orchestra
0120002A06;198.45;Orchestra
0120002A07;198.45;Orchestra
0120002A08;198.45;Orchestra
0120002A09;198.45;Orchestra
0120002A10;198.45;Orchestra
0120002B01;117.45;Front Mezzanine
0120002B02;117.45;Front Mezzanine
0120002B03;117.45;Front Mezzanine
0120002B04;117.45;Front Mezzanine
0120002B05;117.45;Front Mezzanine
0120002B06;117.45;Front Mezzanine
0120002B07;117.45;Front Mezzanine
0120002B08;117.45;Front Mezzanine
0120002B09;117.45;Front Mezzanine
0120002B10;117.45;Front Mezzanine
0120002C01;90.45;Rear Mezzanine
0120002C02;90.45;Rear Mezzanine
0120002C03;90.45;Rear Mezzanine
0120002C04;90.45;Rear Mezzanine
0120002C05;90.45;Rear Mezzanine
0120002C06;90.45;Rear Mezzanine
0120002C07;90.45;Rear Mezzanine
0120002C08;90.45;Rear Mezzanine
0120002C09;90.45;Rear Mezzanine
0120002C10;90.45;Rear Mezzanine
0130001A01;188.65;Orchestra
0130001A02;188.65;Orchestra
0130001A03;188.65;Orchestra
0130001A04;188.65;Orchestra
0130001A05;188.65;Orchestra
0130001A06;188.65;Orchestra
0130001A07;188.65;Orchestra
0130001A08;188.65;Orchestra
0130001A09;188.65;Orchestra
0130001A10;188.65;Orchestra
0130001B01;133.65;Front Mezzanine
0130001B02;133.65;Front Mezzanine
0130001B03;133.65;Front Mezzanine
0130001B04;133.65;Front Mezzanine
0130001B05;133.65;Front Mezzanine
0130001B06;133.65;Front Mezzanine
0130001B07;133.65;Front Mezzanine
0130001B08;133.65;Front Mezzanine
0130001B09;133.65;Front Mezzanine
0130001B10;133.65;Front Mezzanine
0130001C01;106.65;Rear Mezzanine
0130001C02;106.65;Rear Mezzanine
0130001C03;106.65;Rear Mezzanine
0130001C04;106.65;Rear Mezzanine
0130001C05;106.65;Rear Mezzanine
0130001C06;106.65;Rear Mezzanine
0130001C07;106.65;Rear Mezzanine
0130001C08;106.65;Rear Mezzanine
0130001C09;106.65;Rear Mezzanine
0130001C10;106.65;Rear Mezzanine
0130002A01;188.65;Orchestra
0130002A02;188.65;Orchestra
0130002A03;188.65;Orchestra
0130002A04;188.65;Orchestra
0130002A05;188.65;Orchestra
0130002A06;188.65;Orchestra
0130002A07;188.65;Orchestra
0130002A08;188.65;Orchestra
0130002A09;188.65;Orchestra
0130002A10;188.65;Orchestra
0130002B01;133.65;Front Mezzanine
0130002B02;133.65;Front Mezzanine
0130002B03;133.65;Front Mezzanine
0130002B04;133.65;Front Mezzanine
0130002B05;133.65;Front Mezzanine
0130002B06;133.65;Front Mezzanine
0130002B07;133.65;Front Mezzanine
0130002B08;133.65;Front Mezzanine
0130002B09;133.65;Front Mezzanine
0130002B10;133.65;Front Mezzanine
0130002C01;106.65;Rear Mezzanine
