TicketID;ShowID
0030001B06;30001
0030001B07;30001
0030001B08;30001
0030001B09;30001
0030001B10;30001
0030001C01;30001
0030001C02;30001
0030001C03;30001
0030001C04;30001
0030001C05;30001
0030001C06;30001
0030001C07;30001
0030001C08;30001
0030001C09;30001
0030001C10;30001
0030002A01;30002
0030002A02;30002
0030002A03;30002
0030002A04;30002
0030002A05;30002
0030002A06;30002
0030002A07;30002
0030002A08;30002
0030002A09;30002
0030002A10;30002
0030002B01;30002
0030002B02;30002
0030002B03;30002
0030002B04;30002
0030002B05;30002
0030002B06;30002
0030002B07;30002
0030002B08;30002
0030002B09;30002
0030002B10;30002
0030002C01;30002
0030002C02;30002
0030002C03;30002
0030002C04;30002
0030002C05;30002
0030002C06;30002
0030002C07;30002
0030002C08;30002
0030002C09;30002
0030002C10;30002
0040001A01;40001
0040001A02;40001
0040001A03;40001
0040001A04;40001
0040001A05;40001
0040001A06;40001
0040001A07;40001
0040001A08;40001
0040001A09;40001
0040001A10;40001
0040001B01;40001
0040001B02;40001
0040001B03;40001
0040001B04;40001
0040001B05;40001
0040001B06;40001
0040001B07;40001
0040001B08;40001
0040001B09;40001
0040001B10;40001
0040001C01;40001
0040001C02;40001
0040001C03;40001
0040001C04;40001
0040001C05;40001
0040001C06;40001
0040001C07;40001
0040001C08;40001
0040001C09;40001
0040001C10;40001
0040002A01;40002
0040002A02;40002
0040002A03;40002
0040002A04;40002
0040002A05;40002
0040002A06;40002
0040002A07;40002
0040002A08;40002
0040002A09;40002
0040002A10;40002
0040002B01;40002
0040002B02;40002
0040002B03;40002
0040002B04;40002
0040002B05;40002
0040002B06;40002
0040002B07;40002
0040002B08;40002
0040002B09;40002
0040002B10;40002
0040002C01;40002
0040002C02;40002
0040002C03;40002
0040002C04;40002
0040002C05;40002
0040002C06;40002
0040002C07;40002
0040002C08;40002
0040002C09;40002
0040002C10;40002
0050001A01;50001
0050001A02;50001
0050001A03;50001
0050001A04;50001
0050001A05;50001
0050001A06;50001
0050001A07;50001
0050001A08;50001
0050001A09;50001
0050001A10;50001
0050001B01;50001
0050001B02;50001
0050001B03;50001
0050001B04;50001
0050001B05;50001
0050001B06;50001
0050001B07;50001
0050001B08;50001
0050001B09;50001
0050001B10;50001
0050001C01;50001
0050001C02;50001
0050001C03;50001
0050001C04;50001
0050001C05;50001
0050001C06;50001
0050001C07;50001
0050001C08;50001
0050001C09;50001
0050001C10;50001
0050002A01;50002
0050002A02;50002
0050002A03;50002
0050002A04;50002
0050002A05;50002
0050002A06;50002
0050002A07;50002
0050002A08;50002
0050002A09;50002
0050002A10;50002
0050002B01;50002
0050002B02;50002
0050002B03;50002
0050002B04;50002
0050002B05;50002
0050002B06;50002
0050002B07;50002
0050002B08;50002
0050002B09;50002
0050002B10;50002
0050002C01;50002
0050002C02;50002
0050002C03;50002
0050002C04;50002
0050002C05;50002
0050002C06;50002
0050002C07;50002
0050002C08;50002
0050002C09;50002
0050002C10;50002
0060001A01;60001
0060001A02;60001
0060001A03;60001
0060001A04;60001
0060001A05;60001
0060001A06;60001
0060001A07;60001
0060001A08;60001
0060001A09;60001
0060001A10;60001
0060001B01;60001
0060001B02;60001
0060001B03;60001
0060001B04;60001
0060001B05;60001
0060001B06;60001
0060001B07;60001
0060001B08;60001
0060001B09;60001
0060001B10;60001
0060001C01;60001
0060001C02;60001
0060001C03;60001
0060001C04;60001
0060001C05;60001
0060001C06;60001
0060001C07;60001
0060001C08;60001
0060001C09;60001
0060001C10;60001
0060002A01;60002
0060002A02;60002
0060002A03;60002
0060002A04;60002
0060002A05;60002
0060002A06;60002
0060002A07;60002
0060002A08;60002
0060002A09;60002
0060002A10;60002
0060002B01;60002
0060002B02;60002
0060002B03;60002
0060002B04;60002
0060002B05;60002
0060002B06;60002
0060002B07;60002
0060002B08;60002
0060002B09;60002
0060002B10;60002
0060002C01;60002
0060002C02;60002
0060002C03;60002
0060002C04;60002
0060002C05;60002
0060002C06;60002
0060002C07;60002
0060002C08;60002
0060002C09;60002
0060002C10;60002
0070001A01;70001
0070001A02;70001
0070001A03;70001
0070001A04;70001
0070001A05;70001
0070001A06;70001
0070001A07;70001
0070001A08;70001
0070001A09;70001
0070001A10;70001
0070001B01;70001
0070001B02;70001
0070001B03;70001
0070001B04;70001
0070001B05;70001
0070001B06;70001
0070001B07;70001
0070001B08;70001
0070001B09;70001
0070001B10;70001
0070001C01;70001
0070001C02;70001
0070001C03;70001
0070001C04;70001
0070001C05;70001
0070001C06;70001
0070001C07;70001
0070001C08;70001
0070001C09;70001
0070001C10;70001
0070002A01;70002
0070002A02;70002
0070002A03;70002
0070002A04;70002
0070002A05;70002
0070002A06;70002
0070002A07;70002
0070002A08;70002
0070002A09;70002
0070002A10;70002
0070002B01;70002
0070002B02;70002
0070002B03;70002
0070002B04;70002
0070002B05;70002
0070002B06;70002
0070002B07;70002
0070002B08;70002
0070002B09;70002
0070002B10;70002
0070002C01;70002
0070002C02;70002
0070002C03;70002
0070002C04;70002
0070002C05;70002
0070002C06;70002
0070002C07;70002
0070002C08;70002
0070002C09;70002
0070002C10;70002
0080001A01;80001
0080001A02;80001
0080001A03;80001
0080001A04;80001
0080001A05;80001
0080001A06;80001
0080001A07;80001
0080001A08;80001
0080001A09;80001
0080001A10;80001
0080001B01;80001
0080001B02;80001
0080001B03;80001
0080001B04;80001
0080001B05;80001
0080001B06;80001
0080001B07;80001
0080001B08;80001
0080001B09;80001
0080001B10;80001
0080001C01;80001
0080001C02;80001
0080001C03;80001
0080001C04;80001
0080001C05;80001
0080001C06;80001
0080001C07;80001
0080001C08;80001
0080001C09;80001
0080001C10;80001
0080002A01;80002
0080002A02;80002
0080002A03;80002
0080002A04;80002
0080002A05;80002
0080002A06;80002
0080002A07;80002
0080002A08;80002
0080002A09;80002
0080002A10;80002
0080002B01;80002
0080002B02;80002
0080002B03;80002
0080002B04;80002
0080002B05;80002
0080002B06;80002
0080002B07;80002
0080002B08;80002
0080002B09;80002
0080002B10;80002
0080002C01;80002
0080002C02;80002
0080002C03;80002
0080002C04;80002
0080002C05;80002
0080002C06;80002
0080002C07;80002
0080002C08;80002
0080002C09;80002
0080002C10;80002
0090001A01;90001
0090001A02;90001
0090001A03;90001
0090001A04;90001
0090001A05;90001
0090001A06;90001
0090001A07;90001
0090001A08;90001
0090001A09;90001
0090001A10;90001
0090001B01;90001
0090001B02;90001
0090001B03;90001
0090001B04;90001
0090001B05;90001
0090001B06;90001
0090001B07;90001
0090001B08;90001
0090001B09;90001
0090001B10;90001
0090001C01;90001
0090001C02;90001
0090001C03;90001
0090001C04;90001
0090001C05;90001
0090001C06;90001
0090001C07;90001
0090001C08;90001
0090001C09;90001
0090001C10;90001
0090002A01;90002
0090002A02;90002
0090002A03;90002
0090002A04;90002
0090002A05;90002
0090002A06;90002
0090002A07;90002
0090002A08;90002
0090002A09;90002
0090002A10;90002
0090002B01;90002
0090002B02;90002
0090002B03;90002
0090002B04;90002
0090002B05;90002
0090002B06;90002
0090002B07;90002
0090002B08;90002
0090002B09;90002
0090002B10;90002
0090002C01;90002
0090002C02;90002
0090002C03;90002
0090002C04;90002
0090002C05;90002
0090002C06;90002
0090002C07;90002
0090002C08;90002
0090002C09;90002
0090002C10;90002
0100001A01;100001
0100001A02;100001
0100001A03;100001
0100001A04;100001
0100001A05;100001
0100001A06;100001
0100001A07;100001
0100001A08;100001
0100001A09;100001
0100001A10;100001
0100001B01;100001
0100001B02;100001
0100001B03;100001
0100001B04;100001
0100001B05;100001
0100001B06;100001
0100001B07;100001
0100001B08;100001
0100001B09;100001
0100001B10;100001
0100001C01;100001
0100001C02;100001
0100001C03;100001
0100001C04;100001
0100001C05;100001
0100001C06;100001
0100001C07;100001
0100001C08;100001
0100001C09;100001
0100001C10;100001
0100002A01;100002
0100002A02;100002
0100002A03;100002
0100002A04;100002
0100002A05;100002
0100002A06;100002
0100002A07;100002
0100002A08;100002
0100002A09;100002
0100002A10;100002
0100002B01;100002
0100002B02;100002
0100002B03;100002
0100002B04;100002
0100002B05;100002
0100002B06;100002
0100002B07;100002
0100002B08;100002
0100002B09;100002
0100002B10;100002
0100002C01;100002
0100002C02;100002
0100002C03;100002
0100002C04;100002
0100002C05;100002
0100002C06;100002
0100002C07;100002
0100002C08;100002
0100002C09;100002
0100002C10;100002
0110001A01;110001
0110001A02;110001
0110001A03;110001
0110001A04;110001
0110001A05;110001
0110001A06;110001
0110001A07;110001
0110001A08;110001
0110001A09;110001
0110001A10;110001
0110001B01;110001
0110001B02;110001
0110001B03;110001
0110001B04;110001
0110001B05;110001
0110001B06;110001
0110001B07;110001
0110001B08;110001
0110001B09;110001
0110001B10;110001
0110001C01;110001
0110001C02;110001
0110001C03;110001
0110001C04;110001
0110001C05;110001
0110001C06;110001
0110001C07;110001
0110001C08;110001
0110001C09;110001
0110001C10;110001
0110002A01;110002
0110002A02;110002
0110002A03;110002
0110002A04;110002
0110002A05;110002
0110002A06;110002
0110002A07;110002
0110002A08;110002
0110002A09;110002
0110002A10;110002
0110002B01;110002
0110002B02;110002
0110002B03;110002
0110002B04;110002
0110002B05;110002
0110002B06;110002
0110002B07;110002
0110002B08;110002
0110002B09;110002
0110002B10;110002
0110002C01;110002
0110002C02;110002
0110002C03;110002
0110002C04;110002
0110002C05;110002
0110002C06;110002
0110002C07;110002
0110002C08;110002
0110002C09;110002
0110002C10;110002
0120001A01;120001
0120001A02;120001
0120001A03;120001
0120001A04;120001
0120001A05;120001
0120001A06;120001
0120001A07;120001
0120001A08;120001
0120001A09;120001
0120001A10;120001
0120001B01;120001
0120001B02;120001
0120001B03;120001
0120001B04;120001
0120001B05;120001
0120001B06;120001
0120001B07;120001
0120001B08;120001
0120001B09;120001
0120001B10;120001
0120001C01;120001
0120001C02;120001
0120001C03;120001
0120001C04;120001
0120001C05;120001
0120001C06;120001
0120001C07;120001
0120001C08;120001
0120001C09;120001
0120001C10;120001
0120002A01;120002
0120002A02;120002
0120002A03;120002
0120002A04;120002
0120002A05;120002
0120002A06;120002
0120002A07;120002
0120002A08;120002
0120002A09;120002
0120002A10;120002
0120002B01;120002
0120002B02;120002
0120002B03;120002
0120002B04;120002
0120002B05;120002
0120002B06;120002
0120002B07;120002
0120002B08;120002
0120002B09;120002
0120002B10;120002
0120002C01;120002
0120002C02;120002
0120002C03;120002
0120002C04;120002
0120002C05;120002
0120002C06;120002
0120002C07;120002
0120002C08;120002
0120002C09;120002
0120002C10;120002
0130001A01;130001
0130001A02;130001
0130001A03;130001
0130001A04;130001
0130001A05;130001
0130001A06;130001
0130001A07;130001
0130001A08;130001
0130001A09;130001
0130001A10;130001
0130001B01;130001
0130001B02;130001
0130001B03;130001
0130001B04;130001
0130001B05;130001
0130001B06;130001
0130001B07;130001
0130001B08;130001
0130001B09;130001
0130001B10;130001
0130001C01;130001
0130001C02;130001
0130001C03;130001
0130001C04;130001
0130001C05;130001
0130001C06;130001
0130001C07;130001
0130001C08;130001
0130001C09;130001
0130001C10;130001
0130002A01;130002
0130002A02;130002
0130002A03;130002
0130002A04;130002
0130002A05;130002
0130002A06;130002
0130002A07;130002
0130002A08;130002
0130002A09;130002
0130002A10;130002
0130002B01;130002
0130002B02;130002
0130002B03;130002
0130002B04;130002
0130002B05;130002
0130002B06;130002
0130002B07;130002
0130002B08;130002
0130002B09;130002
0130002B10;130002
0130002C01;130002
0130002C02;130002
0130002C03;130002
0130002C04;130002
0130002C05;130002
0130002C06;130002
0130002C07;130002
0130002C08;130002
0130002C09;130002
0130002C10;130002
0140001A01;140001
0140001A02;140001
0140001A03;140001
0140001A04;140001
0140001A05;140001
0140001A06;140001
0140001A07;140001
0140001A08;140001
0140001A09;140001
0140001A10;140001
0140001B01;140001
0140001B02;140001
0140001B03;140001
0140001B04;140001
0140001B05;140001
0140001B06;140001
0140001B07;140001
0140001B08;140001
0140001B09;140001
0140001B10;140001
0140001C01;140001
0140001C02;140001
0140001C03;140001
0140001C04;140001
0140001C05;140001
0140001C06;140001
0140001C07;140001
0140001C08;140001
0140001C09;140001
0140001C10;140001
0140002A01;140002
0140002A02;140002
0140002A03;140002
0140002A04;140002
0140002A05;140002
0140002A06;140002
0140002A07;140002
0140002A08;140002
0140002A09;140002
0140002A10;140002
0140002B01;140002
0140002B02;140002
0140002B03;140002
0140002B04;140002
0140002B05;140002
0140002B06;140002
0140002B07;140002
0140002B08;140002
0140002B09;140002
0140002B10;140002
0140002C01;140002
0140002C02;140002
0140002C03;140002
0140002C04;140002
0140002C05;140002
0140002C06;140002
0140002C07;140002
0140002C08;140002
0140002C09;140002
0140002C10;140002
0150001A01;150001
0150001A02;150001
0150001A03;150001
0150001A04;150001
0150001A05;150001
0150001A06;150001
0150001A07;150001
0150001A08;150001
0150001A09;150001
0150001A10;150001
0150001B01;150001
0150001B02;150001
0150001B03;150001
0150001B04;150001
0150001B05;150001
0150001B06;150001
0150001B07;150001
0150001B08;150001
0150001B09;150001
0150001B10;150001
0150001C01;150001
0150001C02;150001
0150001C03;150001
0150001C04;150001
0150001C05;150001
0150001C06;150001
0150001C07;150001
0150001C08;150001
0150001C09;150001
0150001C10;150001
0150002A01;150002
0150002A02;150002
0150002A03;150002
0150002A04;150002
0150002A05;150002
0150002A06;150002
0150002A07;150002
0150002A08;150002
0150002A09;150002
0150002A10;150002
0150002B01;150002
0150002B02;150002
0150002B03;150002
0150002B04;150002
0150002B05;150002
0150002B06;150002
0150002B07;150002
0150002B08;150002
0150002B09;150002
0150002B10;150002
0150002C01;150002
0150002C02;150002
0150002C03;150002
0150002C04;150002
0150002C05;150002
0150002C06;150002
0150002C07;150002
0150002C08;150002
0150002C09;150002
0150002C10;150002
0160001A01;160001
0160001A02;160001
0160001A03;160001
0160001A04;160001
0160001A05;160001
0160001A06;160001
0160001A07;160001
0160001A08;160001
0160001A09;160001
0160001A10;160001
0160001B01;160001
0160001B02;160001
0160001B03;160001
0160001B04;160001
0160001B05;160001
0160001B06;160001
0160001B07;160001
0160001B08;160001
0160001B09;160001
0160001B10;160001
0160001C01;160001
0160001C02;160001
0160001C03;160001
0160001C04;160001
0160001C05;160001
0160001C06;160001
0160001C07;160001
0160001C08;160001
0160001C09;160001
0160001C10;160001
0160002A01;160002
0160002A02;160002
0160002A03;160002
0160002A04;160002
0160002A05;160002
0160002A06;160002
0160002A07;160002
0160002A08;160002
0160002A09;160002
0160002A10;160002
0160002B01;160002
0160002B02;160002
0160002B03;160002
0160002B04;160002
0160002B05;160002
0160002B06;160002
0160002B07;160002
0160002B08;160002
0160002B09;160002
0160002B10;160002
0160002C01;160002
0160002C02;160002
0160002C03;160002
0160002C04;160002
0160002C05;160002
0160002C06;160002
0160002C07;160002
0160002C08;160002
0160002C09;160002
0160002C10;160002
0170001A01;170001
0170001A02;170001
0170001A03;170001
0170001A04;170001
0170001A05;170001
0170001A06;170001
0170001A07;170001
0170001A08;170001
0170001A09;170001
0170001A10;170001
0170001B01;170001
0170001B02;170001
0170001B03;170001
0170001B04;170001
0170001B05;170001
0170001B06;170001
0170001B07;170001
0170001B08;170001
0170001B09;170001
0170001B10;170001
0170001C01;170001
0170001C02;170001
0170001C03;170001
0170001C04;170001
0170001C05;170001
0170001C06;170001
0170001C07;170001
0170001C08;170001
0170001C09;170001
0170001C10;170001
0170002A01;170002
0170002A02;170002
0170002A03;170002
0170002A04;170002
0170002A05;170002
0170002A06;170002
0170002A07;170002
0170002A08;170002
0170002A09;170002
0170002A10;170002
0170002B01;170002
0170002B02;170002
0170002B03;170002
0170002B04;170002
0170002B05;170002
0170002B06;170002
0170002B07;170002
0170002B08;170002
0170002B09;170002
0170002B10;170002
0170002C01;170002
0170002C02;170002
0170002C03;170002
0170002C04;170002
0170002C05;170002
0170002C06;170002
0170002C07;170002
0170002C08;170002
0170002C09;170002
0170002C10;170002
0180001A01;180001
0180001A02;180001
0180001A03;180001
0180001A04;180001
0180001A05;180001
0180001A06;180001
0180001A07;180001
0180001A08;180001
0180001A09;180001
0180001A10;180001
0180001B01;180001
0180001B02;180001
0180001B03;180001
0180001B04;180001
0180001B05;180001
0180001B06;180001
0180001B07;180001
0180001B08;180001
0180001B09;180001
0180001B10;180001
0180001C01;180001
0180001C02;180001
0180001C03;180001
0180001C04;180001
0180001C05;180001
0180001C06;180001
0180001C07;180001
0180001C08;180001
0180001C09;180001
0180001C10;180001
0180002A01;180002
0180002A02;180002
0180002A03;180002
0180002A04;180002
0180002A05;180002
0180002A06;180002
0180002A07;180002
0180002A08;180002
0180002A09;180002
0180002A10;180002
0180002B01;180002
0180002B02;180002
0180002B03;180002
0180002B04;180002
0180002B05;180002
0180002B06;180002
0180002B07;180002
0180002B08;180002
0180002B09;180002
0180002B10;180002
0180002C01;180002
0180002C02;180002
0180002C03;180002
0180002C04;180002
0180002C05;180002
0180002C06;180002
0180002C07;180002
0180002C08;180002
0180002C09;180002
0180002C10;180002
0190001A01;190001
0190001A02;190001
0190001A03;190001
0190001A04;190001
0190001A05;190001
0190001A06;190001
0190001A07;190001
0190001A08;190001
0190001A09;190001
0190001A10;190001
0190001B01;190001
0190001B02;190001
0190001B03;190001
0190001B04;190001
0190001B05;190001
0190001B06;190001
0190001B07;190001
0190001B08;190001
0190001B09;190001
0190001B10;190001
0190001C01;190001
0190001C02;190001
0190001C03;190001
0190001C04;190001
0190001C05;190001
0190001C06;190001
0190001C07;190001
0190001C08;190001
0190001C09;190001
0190001C10;190001
0190002A01;190002
0190002A02;190002
0190002A03;190002
0190002A04;190002
0190002A05;190002
0190002A06;190002
0190002A07;190002
0190002A08;190002
0190002A09;190002
0190002A10;190002
0190002B01;190002
0190002B02;190002
0190002B03;190002
0190002B04;190002
0190002B05;190002
0190002B06;190002
0190002B07;190002
0190002B08;190002
0190002B09;190002
0190002B10;190002
0190002C01;190002
0190002C02;190002
0190002C03;190002
0190002C04;190002
0190002C05;190002
0190002C06;190002
0190002C07;190002
0190002C08;190002
0190002C09;190002
0190002C10;190002
0200001A01;200001
0200001A02;200001
0200001A03;200001
0200001A04;200001
0200001A05;200001
0200001A06;200001
0200001A07;200001
0200001A08;200001
0200001A09;200001
0200001A10;200001
0200001B01;200001
0200001B02;200001
0200001B03;200001
0200001B04;200001
0200001B05;200001
0200001B06;200001
0200001B07;200001
0200001B08;200001
0200001B09;200001
0200001B10;200001
0200001C01;200001
0200001C02;200001
0200001C03;200001
0200001C04;200001
0200001C05;200001
0200001C06;200001
0200001C07;200001
0200001C08;200001
0200001C09;200001
0200001C10;200001
0200002A01;200002
0200002A02;200002
0200002A03;200002
0200002A04;200002
0200002A05;200002
0200002A06;200002
0200002A07;200002
0200002A08;200002
0200002A09;200002
0200002A10;200002
0200002B01;200002
0200002B02;200002
0200002B03;200002
0200002B04;200002
0200002B05;200002
0200002B06;200002
0200002B07;200002
0200002B08;200002
0200002B09;200002
0200002B10;200002
0200002C01;200002
0200002C02;200002
0200002C03;200002
0200002C04;200002
0200002C05;200002
0200002C06;200002
0200002C07;200002
0200002C08;200002
0200002C09;200002
0200002C10;200002
0210001A01;210001
0210001A02;210001
0210001A03;210001
0210001A04;210001
0210001A05;210001
0210001A06;210001
0210001A07;210001
0210001A08;210001
0210001A09;210001
0210001A10;210001
0210001B01;210001
0210001B02;210001
0210001B03;210001
0210001B04;210001
0210001B05;210001
0210001B06;210001
0210001B07;210001
0210001B08;210001
0210001B09;210001
0210001B10;210001
0210001C01;210001
0210001C02;210001
0210001C03;210001
0210001C04;210001
0210001C05;210001
0210001C06;210001
0210001C07;210001
0210001C08;210001
0210001C09;210001
0210001C10;210001
0210002A01;210002
0210002A02;210002
0210002A03;210002
0210002A04;210002
0210002A05;210002
0210002A06;210002
0210002A07;210002
0210002A08;210002
0210002A09;210002
0210002A10;210002
0210002B01;210002
0210002B02;210002
0210002B03;210002
0210002B04;210002
0210002B05;210002
0210002B06;210002
0210002B07;210002
0210002B08;210002
0210002B09;210002
0210002B10;210002
0210002C01;210002
0210002C02;210002
0210002C03;210002
0210002C04;210002
0210002C05;210002
0210002C06;210002
0210002C07;210002
0210002C08;210002
0210002C09;210002
0210002C10;210002
0220001A01;220001
0220001A02;220001
0220001A03;220001
0220001A04;220001
0220001A05;220001
0220001A06;220001
0220001A07;220001
0220001A08;220001
0220001A09;220001
0220001A10;220001
0220001B01;220001
0220001B02;220001
0220001B03;220001
0220001B04;220001
0220001B05;220001
0220001B06;220001
0220001B07;220001
0220001B08;220001
0220001B09;220001
0220001B10;220001
0220001C01;220001
0220001C02;220001
0220001C03;220001
0220001C04;220001
0220001C05;220001
0220001C06;220001
0220001C07;220001
0220001C08;220001
0220001C09;220001
0220001C10;220001
0220002A01;220002
0220002A02;220002
0220002A03;220002
0220002A04;220002
0220002A05;220002
0220002A06;220002
0220002A07;220002
0220002A08;220002
0220002A09;220002
0220002A10;220002
0220002B01;220002
0220002B02;220002
0220002B03;220002
0220002B04;220002
0220002B05;220002
0220002B06;220002
0220002B07;220002
0220002B08;220002
0220002B09;220002
0220002B10;220002
0220002C01;220002
0220002C02;220002
0220002C03;220002
0220002C04;220002
0220002C05;220002
0220002C06;220002
0220002C07;220002
0220002C08;220002
0220002C09;220002
0220002C10;220002
0230001A01;230001
0230001A02;230001
0230001A03;230001
0230001A04;230001
0230001A05;230001
0230001A06;230001
0230001A07;230001
0230001A08;230001
0230001A09;230001
0230001A10;230001
0230001B01;230001
0230001B02;230001
0230001B03;230001
0230001B04;230001
0230001B05;230001
0230001B06;230001
0230001B07;230001
0230001B08;230001
0230001B09;230001
0230001B10;230001
0230001C01;230001
0230001C02;230001
0230001C03;230001
0230001C04;230001
0230001C05;230001
0230001C06;230001
0230001C07;230001
0230001C08;230001
0230001C09;230001
0230001C10;230001
0230002A01;230002
0230002A02;230002
0230002A03;230002
0230002A04;230002
0230002A05;230002
0230002A06;230002
0230002A07;230002
0230002A08;230002
0230002A09;230002
0230002A10;230002
0230002B01;230002
0230002B02;230002
0230002B03;230002
0230002B04;230002
0230002B05;230002
0230002B06;230002
0230002B07;230002
0230002B08;230002
0230002B09;230002
0230002B10;230002
0230002C01;230002
0230002C02;230002
0230002C03;230002
0230002C04;230002
0230002C05;230002
0230002C06;230002
0230002C07;230002
0230002C08;230002
0230002C09;230002
0230002C10;230002
0240001A01;240001
0240001A02;240001
0240001A03;240001
0240001A04;240001
0240001A05;240001
0240001A06;240001
0240001A07;240001
0240001A08;240001
0240001A09;240001
0240001A10;240001
0240001B01;240001
0240001B02;240001
0240001B03;240001
0240001B04;240001
0240001B05;240001
0240001B06;240001
0240001B07;240001
0240001B08;240001
0240001B09;240001
0240001B10;240001
0240001C01;240001
0240001C02;240001
0240001C03;240001
0240001C04;240001
0240001C05;240001
0240001C06;240001
0240001C07;240001
0240001C08;240001
0240001C09;240001
0240001C10;240001
0240002A01;240002
0240002A02;240002
0240002A03;240002
0240002A04;240002
0240002A05;240002
0240002A06;240002
0240002A07;240002
0240002A08;240002
0240002A09;240002
0240002A10;240002
0240002B01;240002
0240002B02;240002
0240002B03;240002
0240002B04;240002
0240002B05;240002
0240002B06;240002
0240002B07;240002
0240002B08;240002
0240002B09;240002
0240002B10;240002
0240002C01;240002
0240002C02;240002
0240002C03;240002
0240002C04;240002
0240002C05;240002
0240002C06;240002
0240002C07;240002
0240002C08;240002
0240002C09;240002
0240002C10;240002
0250001A01;250001
0250001A02;250001
0250001A03;250001
0250001A04;250001
0250001A05;250001
0250001A06;250001
0250001A07;250001
0250001A08;250001
0250001A09;250001
0250001A10;250001
0250001B01;250001
0250001B02;250001
0250001B03;250001
0250001B04;250001
0250001B05;250001
0250001B06;250001
0250001B07;250001
0250001B08;250001
0250001B09;250001
0250001B10;250001
0250001C01;250001
0250001C02;250001
0250001C03;250001
0250001C04;250001
0250001C05;250001
0250001C06;250001
0250001C07;250001
0250001C08;250001
0250001C09;250001
0250001C10;250001
0250002A01;250002
0250002A02;250002
0250002A03;250002
0250002A04;250002
0250002A05;250002
0250002A06;250002
0250002A07;250002
0250002A08;250002
0250002A09;250002
0250002A10;250002
0250002B01;250002
0250002B02;250002
0250002B03;250002
0250002B04;250002
0250002B05;250002
0250002B06;250002
0250002B07;250002
0250002B08;250002
0250002B09;250002
0250002B10;250002
0250002C01;250002
0250002C02;250002
0250002C03;250002
0250002C04;250002
0250002C05;250002
0250002C06;250002
0250002C07;250002
0250002C08;250002
0250002C09;250002
0250002C10;250002
0260001A01;260001
0260001A02;260001
0260001A03;260001
0260001A04;260001
0260001A05;260001
0260001A06;260001
0260001A07;260001
0260001A08;260001
0260001A09;260001
0260001A10;260001
0260001B01;260001
0260001B02;260001
0260001B03;260001
0260001B04;260001
0260001B05;260001
0260001B06;260001
0260001B07;260001
0260001B08;260001
0260001B09;260001
0260001B10;260001
0260001C01;260001
0260001C02;260001
0260001C03;260001
0260001C04;260001
0260001C05;260001
0260001C06;260001
0260001C07;260001
0260001C08;260001
0260001C09;260001
0260001C10;260001
0260002A01;260002
0260002A02;260002
0260002A03;260002
0260002A04;260002
0260002A05;260002
0260002A06;260002
0260002A07;260002
0260002A08;260002
0260002A09;260002
0260002A10;260002
0260002B01;260002
0260002B02;260002
0260002B03;260002
0260002B04;260002
0260002B05;260002
0260002B06;260002
0260002B07;260002
0260002B08;260002
0260002B09;260002
0260002B10;260002
0260002C01;260002
0260002C02;260002
0260002C03;260002
0260002C04;260002
0260002C05;260002
0260002C06;260002
0260002C07;260002
0260002C08;260002
0260002C09;260002
0260002C10;260002
0270001A01;270001
0270001A02;270001
0270001A03;270001
0270001A04;270001
0270001A05;270001
0270001A06;270001
0270001A07;270001
0270001A08;270001
